Airline,Date,Flight_Duration,Stops,Time_total,class_type,Flight_price,From,To,Time_from,Time_to,Day_offset
Frontier,2023-12-13,10h 08m,1 stop,8:33 am – 5:41 pm,Economy,$45,BOS,MDW,8:33 am,5:41 pm,
JetBlue,2023-12-13,3h 01m,nonstop,4:54 pm – 6:55 pm,Blue Basic,$79,BOS,ORD,4:54 pm,6:55 pm,
United Airlines,2023-12-13,2h 57m,nonstop,11:35 am – 1:32 pm,Basic Economy,$79,BOS,ORD,11:35 am,1:32 pm,
United Airlines,2023-12-13,2h 57m,nonstop,9:46 am – 11:43 am,Basic Economy,$79,BOS,ORD,9:46 am,11:43 am,
United Airlines,2023-12-13,2h 57m,nonstop,6:00 am – 7:57 am,Basic Economy,$79,BOS,ORD,6:00 am,7:57 am,
JetBlue,2023-12-13,2h 59m,nonstop,7:00 am – 8:59 am,Blue Basic,$79,BOS,ORD,7:00 am,8:59 am,
American Airlines,2023-12-13,3h 04m,nonstop,6:50 am – 8:54 am,Basic Economy,$79,BOS,ORD,6:50 am,8:54 am,
American Airlines,2023-12-13,3h 07m,nonstop,7:50 am – 9:57 am,Basic Economy,$79,BOS,ORD,7:50 am,9:57 am,
United Airlines,2023-12-13,2h 57m,nonstop,4:16 pm – 6:13 pm,Basic Economy,$115,BOS,ORD,4:16 pm,6:13 pm,
American Airlines,2023-12-13,3h 07m,nonstop,3:30 pm – 5:37 pm,Basic Economy,$119,BOS,ORD,3:30 pm,5:37 pm,
American Airlines,2023-12-13,3h 07m,nonstop,12:22 pm – 2:29 pm,Basic Economy,$119,BOS,ORD,12:22 pm,2:29 pm,
Delta,2023-12-13,2h 57m,nonstop,2:30 pm – 4:27 pm,Basic Economy,$104,BOS,ORD,2:30 pm,4:27 pm,
Delta,2023-12-13,3h 02m,nonstop,8:20 pm – 10:22 pm,Basic Economy,$104,BOS,ORD,8:20 pm,10:22 pm,
Delta,2023-12-13,2h 58m,nonstop,10:05 am – 12:03 pm,Basic Economy,$104,BOS,ORD,10:05 am,12:03 pm,
Delta,2023-12-13,2h 59m,nonstop,6:05 am – 8:04 am,Basic Economy,$104,BOS,ORD,6:05 am,8:04 am,
JetBlue,2023-12-14,2h 59m,nonstop,7:00 am – 8:59 am,Blue Basic,$84,BOS,ORD,7:00 am,8:59 am,
Frontier,2023-12-14,25h 09m,1 stop,9:06 am – 9:15 am+1,Economy,$55,BOS,ORD,9:06 am,9:15 am,+1
American Airlines,2023-12-14,3h 07m,nonstop,5:49 pm – 7:56 pm,Basic Economy,$84,BOS,ORD,5:49 pm,7:56 pm,
American Airlines,2023-12-14,3h 04m,nonstop,6:50 am – 8:54 am,Basic Economy,$84,BOS,ORD,6:50 am,8:54 am,
American Airlines,2023-12-14,3h 07m,nonstop,7:50 am – 9:57 am,Basic Economy,$84,BOS,ORD,7:50 am,9:57 am,
United Airlines,2023-12-14,2h 57m,nonstop,9:46 am – 11:43 am,Basic Economy,$107,BOS,ORD,9:46 am,11:43 am,
United Airlines,2023-12-14,2h 57m,nonstop,6:00 am – 7:57 am,Basic Economy,$107,BOS,ORD,6:00 am,7:57 am,
United Airlines,2023-12-14,2h 57m,nonstop,11:35 am – 1:32 pm,Basic Economy,$119,BOS,ORD,11:35 am,1:32 pm,
Delta,2023-12-14,2h 59m,nonstop,6:05 am – 8:04 am,Basic Economy,$89,BOS,ORD,6:05 am,8:04 am,
Delta,2023-12-14,2h 58m,nonstop,10:05 am – 12:03 pm,Basic Economy,$94,BOS,ORD,10:05 am,12:03 pm,
JetBlue,2023-12-14,3h 01m,nonstop,4:54 pm – 6:55 pm,Blue Basic,$134,BOS,ORD,4:54 pm,6:55 pm,
JetBlue,2023-12-14,4h 56m,1 stop,7:06 am – 11:02 am,Blue Basic,$94,BOS,ORD,7:06 am,11:02 am,
American Airlines,2023-12-14,4h 46m,1 stop,8:30 am – 12:16 pm,Basic Economy,$104,BOS,ORD,8:30 am,12:16 pm,
American Airlines,2023-12-14,5h 20m,1 stop,10:05 am – 2:25 pm,Basic Economy,$102,BOS,ORD,10:05 am,2:25 pm,
American Airlines,2023-12-14,5h 41m,1 stop,8:40 am – 1:21 pm,Basic Economy,$104,BOS,ORD,8:40 am,1:21 pm,
American Airlines,2023-12-14,5h 47m,1 stop,8:00 am – 12:47 pm,Basic Economy,$102,BOS,ORD,8:00 am,12:47 pm,
American Airlines,2023-12-15,3h 04m,nonstop,6:50 am – 8:54 am,Basic Economy,$119,BOS,ORD,6:50 am,8:54 am,
Spirit Airlines,2023-12-15,14h 13m,1 stop,9:37 pm – 10:50 am+1,Economy,$60,BOS,ORD,9:37 pm,10:50 am,+1
JetBlue,2023-12-15,3h 00m,nonstop,6:00 am – 8:00 am,Blue Basic,$134,BOS,ORD,6:00 am,8:00 am,
United Airlines,2023-12-15,2h 57m,nonstop,6:00 am – 7:57 am,Basic Economy,$143,BOS,ORD,6:00 am,7:57 am,
United Airlines,2023-12-15,2h 57m,nonstop,6:28 pm – 8:25 pm,Basic Economy,$159,BOS,ORD,6:28 pm,8:25 pm,
American Airlines,2023-12-15,5h 08m,1 stop,6:24 pm – 10:32 pm,Basic Economy,$104,BOS,ORD,6:24 pm,10:32 pm,
American Airlines,2023-12-15,3h 07m,nonstop,5:49 pm – 7:56 pm,Basic Economy,$169,BOS,ORD,5:49 pm,7:56 pm,
United Airlines,2023-12-15,2h 57m,nonstop,11:35 am – 1:32 pm,Basic Economy,$168,BOS,ORD,11:35 am,1:32 pm,
American Airlines,2023-12-15,3h 07m,nonstop,7:50 am – 9:57 am,Basic Economy,$169,BOS,ORD,7:50 am,9:57 am,
Delta,2023-12-15,3h 05m,nonstop,8:20 pm – 10:25 pm,Basic Economy,$149,BOS,ORD,8:20 pm,10:25 pm,
American Airlines,2023-12-15,4h 35m,1 stop,7:43 am – 11:18 am,Basic Economy,$129,BOS,ORD,7:43 am,11:18 am,
United Airlines,2023-12-15,2h 57m,nonstop,9:46 am – 11:43 am,Basic Economy,$192,BOS,ORD,9:46 am,11:43 am,
American Airlines,2023-12-15,6h 18m,1 stop,10:41 am – 3:59 pm,Basic Economy,$104,BOS,ORD,10:41 am,3:59 pm,
American Airlines,2023-12-15,5h 47m,1 stop,8:00 am – 12:47 pm,Basic Economy,$127,BOS,ORD,8:00 am,12:47 pm,
Spirit Airlines,2023-12-15,7h 20m,1 stop,12:49 pm – 7:09 pm,Economy,$75,BOS,ORD,12:49 pm,7:09 pm,
American Airlines,2023-12-15,3h 07m,nonstop,3:30 pm – 5:37 pm,Main Cabin,$219,BOS,ORD,3:30 pm,5:37 pm,
JetBlue,2023-12-16,3h 00m,nonstop,6:00 am – 8:00 am,Blue Basic,$94,BOS,ORD,6:00 am,8:00 am,
Spirit Airlines,2023-12-16,14h 13m,1 stop,9:37 pm – 10:50 am+1,Economy,$60,BOS,ORD,9:37 pm,10:50 am,+1
United Airlines,2023-12-16,2h 57m,nonstop,6:28 pm – 8:25 pm,Basic Economy,$115,BOS,ORD,6:28 pm,8:25 pm,
United Airlines,2023-12-16,2h 57m,nonstop,6:00 am – 7:57 am,Basic Economy,$115,BOS,ORD,6:00 am,7:57 am,
JetBlue,2023-12-16,3h 00m,nonstop,1:45 pm – 3:45 pm,Blue Basic,$119,BOS,ORD,1:45 pm,3:45 pm,
American Airlines,2023-12-16,3h 13m,nonstop,6:15 am – 8:28 am,Basic Economy,$119,BOS,ORD,6:15 am,8:28 am,
United Airlines,2023-12-16,2h 57m,nonstop,9:46 am – 11:43 am,Basic Economy,$143,BOS,ORD,9:46 am,11:43 am,
American Airlines,2023-12-16,3h 07m,nonstop,3:30 pm – 5:37 pm,Basic Economy,$144,BOS,ORD,3:30 pm,5:37 pm,
American Airlines,2023-12-16,3h 07m,nonstop,7:50 am – 9:57 am,Basic Economy,$144,BOS,ORD,7:50 am,9:57 am,
United Airlines,2023-12-16,2h 57m,nonstop,11:32 am – 1:29 pm,Basic Economy,$154,BOS,ORD,11:32 am,1:29 pm,
United Airlines,2023-12-16,2h 57m,nonstop,4:16 pm – 6:13 pm,Basic Economy,$159,BOS,ORD,4:16 pm,6:13 pm,
American Airlines,2023-12-16,4h 57m,1 stop,3:40 pm – 7:37 pm,Basic Economy,$104,BOS,ORD,3:40 pm,7:37 pm,
American Airlines,2023-12-16,5h 11m,1 stop,5:26 pm – 9:37 pm,Basic Economy,$104,BOS,ORD,5:26 pm,9:37 pm,
United Airlines,2023-12-16,5h 47m,1 stop,6:43 pm – 11:30 pm,Basic Economy,$89,BOS,ORD,6:43 pm,11:30 pm,
Delta,2023-12-16,3h 06m,nonstop,1:25 pm – 3:31 pm,Basic Economy,$149,BOS,ORD,1:25 pm,3:31 pm,
Delta,2023-12-16,3h 14m,nonstop,5:40 pm – 7:54 pm,Basic Economy,$149,BOS,ORD,5:40 pm,7:54 pm,
United Airlines,2023-12-17,2h 57m,nonstop,8:55 pm – 10:52 pm,Basic Economy,$89,BOS,ORD,8:55 pm,10:52 pm,
Spirit Airlines,2023-12-17,14h 13m,1 stop,9:37 pm – 10:50 am+1,Economy,$68,BOS,ORD,9:37 pm,10:50 am,+1
JetBlue,2023-12-17,3h 00m,nonstop,6:00 am – 8:00 am,Blue Basic,$84,BOS,ORD,6:00 am,8:00 am,
United Airlines,2023-12-17,2h 57m,nonstop,6:00 am – 7:57 am,Basic Economy,$89,BOS,ORD,6:00 am,7:57 am,
American Airlines,2023-12-17,3h 07m,nonstop,7:50 am – 9:57 am,Basic Economy,$94,BOS,ORD,7:50 am,9:57 am,
United Airlines,2023-12-17,2h 57m,nonstop,9:46 am – 11:43 am,Basic Economy,$110,BOS,ORD,9:46 am,11:43 am,
United Airlines,2023-12-17,2h 57m,nonstop,11:35 am – 1:32 pm,Basic Economy,$119,BOS,ORD,11:35 am,1:32 pm,
American Airlines,2023-12-17,3h 07m,nonstop,5:49 pm – 7:56 pm,Basic Economy,$129,BOS,ORD,5:49 pm,7:56 pm,
Delta,2023-12-17,3h 13m,nonstop,7:25 pm – 9:38 pm,Basic Economy,$119,BOS,ORD,7:25 pm,9:38 pm,
Delta,2023-12-17,3h 09m,nonstop,8:55 am – 11:04 am,Basic Economy,$119,BOS,ORD,8:55 am,11:04 am,
American Airlines,2023-12-17,3h 06m,nonstop,12:22 pm – 2:28 pm,Basic Economy,$154,BOS,ORD,12:22 pm,2:28 pm,
United Airlines,2023-12-17,2h 57m,nonstop,6:28 pm – 8:25 pm,Basic Economy,$169,BOS,ORD,6:28 pm,8:25 pm,
American Airlines,2023-12-17,4h 46m,1 stop,8:30 am – 12:16 pm,Basic Economy,$114,BOS,ORD,8:30 am,12:16 pm,
Delta,2023-12-17,2h 55m,nonstop,1:25 pm – 3:20 pm,Basic Economy,$149,BOS,ORD,1:25 pm,3:20 pm,
JetBlue,2023-12-17,3h 00m,nonstop,1:45 pm – 3:45 pm,Blue Basic,$154,BOS,ORD,1:45 pm,3:45 pm,
United Airlines,2023-12-17,2h 57m,nonstop,4:16 pm – 6:13 pm,Basic Economy,$192,BOS,ORD,4:16 pm,6:13 pm,
JetBlue,2023-12-18,3h 00m,nonstop,6:00 am – 8:00 am,Blue Basic,$84,BOS,ORD,6:00 am,8:00 am,
Frontier,2023-12-18,10h 18m,1 stop,8:23 am – 5:41 pm,Economy,$55,BOS,MDW,8:23 am,5:41 pm,
United Airlines,2023-12-18,2h 57m,nonstop,4:16 pm – 6:13 pm,Basic Economy,$115,BOS,ORD,4:16 pm,6:13 pm,
American Airlines,2023-12-18,3h 04m,nonstop,6:50 am – 8:54 am,Basic Economy,$119,BOS,ORD,6:50 am,8:54 am,
American Airlines,2023-12-18,3h 07m,nonstop,7:50 am – 9:57 am,Basic Economy,$119,BOS,ORD,7:50 am,9:57 am,
United Airlines,2023-12-18,2h 57m,nonstop,9:46 am – 11:43 am,Basic Economy,$143,BOS,ORD,9:46 am,11:43 am,
United Airlines,2023-12-18,2h 57m,nonstop,6:00 am – 7:57 am,Basic Economy,$143,BOS,ORD,6:00 am,7:57 am,
Delta,2023-12-18,3h 09m,nonstop,8:55 am – 11:04 am,Basic Economy,$114,BOS,ORD,8:55 am,11:04 am,
American Airlines,2023-12-18,4h 57m,1 stop,3:40 pm – 7:37 pm,Basic Economy,$104,BOS,ORD,3:40 pm,7:37 pm,
United Airlines,2023-12-18,2h 57m,nonstop,11:35 am – 1:32 pm,Basic Economy,$173,BOS,ORD,11:35 am,1:32 pm,
American Airlines,2023-12-18,5h 28m,1 stop,5:26 pm – 9:54 pm,Basic Economy,$104,BOS,ORD,5:26 pm,9:54 pm,
United Airlines,2023-12-18,5h 46m,1 stop,6:30 pm – 11:16 pm,Basic Economy,$99,BOS,ORD,6:30 pm,11:16 pm,
United Airlines,2023-12-18,5h 47m,1 stop,6:43 pm – 11:30 pm,Basic Economy,$99,BOS,ORD,6:43 pm,11:30 pm,
American Airlines,2023-12-18,4h 46m,1 stop,8:30 am – 12:16 pm,Basic Economy,$129,BOS,ORD,8:30 am,12:16 pm,
Delta,2023-12-18,3h 13m,nonstop,7:25 pm – 9:38 pm,Basic Economy,$149,BOS,ORD,7:25 pm,9:38 pm,
American Airlines,2023-12-18,5h 41m,1 stop,8:40 am – 1:21 pm,Basic Economy,$104,BOS,ORD,8:40 am,1:21 pm,
JetBlue,2023-12-19,3h 00m,nonstop,6:00 am – 8:00 am,Blue Basic,$94,BOS,ORD,6:00 am,8:00 am,
Spirit Airlines,2023-12-19,13h 25m,1 stop,10:25 pm – 10:50 am+1,Economy,$60,BOS,ORD,10:25 pm,10:50 am,+1
American Airlines,2023-12-19,3h 07m,nonstop,7:50 am – 9:57 am,Basic Economy,$119,BOS,ORD,7:50 am,9:57 am,
United Airlines,2023-12-19,2h 57m,nonstop,6:00 am – 7:57 am,Basic Economy,$143,BOS,ORD,6:00 am,7:57 am,
American Airlines,2023-12-19,3h 04m,nonstop,6:50 am – 8:54 am,Basic Economy,$144,BOS,ORD,6:50 am,8:54 am,
United Airlines,2023-12-19,2h 57m,nonstop,6:28 pm – 8:25 pm,Basic Economy,$159,BOS,ORD,6:28 pm,8:25 pm,
United Airlines,2023-12-19,2h 57m,nonstop,11:35 am – 1:32 pm,Basic Economy,$159,BOS,ORD,11:35 am,1:32 pm,
United Airlines,2023-12-19,2h 57m,nonstop,9:56 am – 11:53 am,Basic Economy,$159,BOS,ORD,9:56 am,11:53 am,
American Airlines,2023-12-19,4h 57m,1 stop,3:40 pm – 7:37 pm,Basic Economy,$104,BOS,ORD,3:40 pm,7:37 pm,
American Airlines,2023-12-19,5h 08m,1 stop,6:24 pm – 10:32 pm,Basic Economy,$104,BOS,ORD,6:24 pm,10:32 pm,
United Airlines,2023-12-19,5h 47m,1 stop,6:43 pm – 11:30 pm,Basic Economy,$89,BOS,ORD,6:43 pm,11:30 pm,
American Airlines,2023-12-19,5h 28m,1 stop,5:26 pm – 9:54 pm,Basic Economy,$104,BOS,ORD,5:26 pm,9:54 pm,
American Airlines,2023-12-19,5h 41m,1 stop,8:40 am – 1:21 pm,Basic Economy,$104,BOS,ORD,8:40 am,1:21 pm,
American Airlines,2023-12-19,4h 46m,1 stop,8:30 am – 12:16 pm,Basic Economy,$129,BOS,ORD,8:30 am,12:16 pm,
American Airlines,2023-12-19,5h 45m,1 stop,6:30 am – 11:15 am,Basic Economy,$104,BOS,ORD,6:30 am,11:15 am,
American Airlines,2023-12-19,5h 46m,1 stop,7:30 am – 12:16 pm,Basic Economy,$104,BOS,ORD,7:30 am,12:16 pm,
United Airlines,2023-12-20,2h 57m,nonstop,6:00 am – 7:57 am,Basic Economy,$170,BOS,ORD,6:00 am,7:57 am,
Spirit Airlines,2023-12-20,14h 13m,1 stop,9:37 pm – 10:50 am+1,Economy,$85,BOS,ORD,9:37 pm,10:50 am,+1
United Airlines,2023-12-20,2h 57m,nonstop,6:28 pm – 8:25 pm,Basic Economy,$202,BOS,ORD,6:28 pm,8:25 pm,
United Airlines,2023-12-20,2h 57m,nonstop,11:37 am – 1:34 pm,Basic Economy,$202,BOS,ORD,11:37 am,1:34 pm,
United Airlines,2023-12-20,2h 57m,nonstop,9:46 am – 11:43 am,Basic Economy,$202,BOS,ORD,9:46 am,11:43 am,
American Airlines,2023-12-20,3h 06m,nonstop,8:00 am – 10:06 am,Main Cabin,$219,BOS,ORD,8:00 am,10:06 am,
JetBlue,2023-12-20,3h 00m,nonstop,6:00 am – 8:00 am,Blue Basic,$194,BOS,ORD,6:00 am,8:00 am,
American Airlines,2023-12-20,5h 47m,1 stop,7:44 am – 12:31 pm,Basic Economy,$129,BOS,ORD,7:44 am,12:31 pm,
American Airlines,2023-12-20,5h 48m,1 stop,7:33 am – 12:21 pm,Basic Economy,$129,BOS,ORD,7:33 am,12:21 pm,
Delta,2023-12-20,3h 06m,nonstop,1:25 pm – 3:31 pm,Basic Economy,$219,BOS,ORD,1:25 pm,3:31 pm,
American Airlines,2023-12-20,4h 48m,1 stop,8:33 am – 12:21 pm,Basic Economy,$179,BOS,ORD,8:33 am,12:21 pm,
United Airlines,2023-12-20,2h 57m,nonstop,4:16 pm – 6:13 pm,Economy,$259,BOS,ORD,4:16 pm,6:13 pm,
Delta,2023-12-20,3h 09m,nonstop,8:55 am – 11:04 am,Basic Economy,$219,BOS,ORD,8:55 am,11:04 am,
American Airlines,2023-12-20,5h 39m,1 stop,6:08 pm – 10:47 pm,Basic Economy,$154,BOS,ORD,6:08 pm,10:47 pm,
United Airlines,2023-12-20,5h 47m,1 stop,6:43 pm – 11:30 pm,Basic Economy,$157,BOS,ORD,6:43 pm,11:30 pm,
United Airlines,2023-12-20,5h 42m,1 stop,6:43 pm – 11:25 pm,Basic Economy,$165,BOS,ORD,6:43 pm,11:25 pm,
Spirit Airlines,2023-12-21,7h 44m,1 stop,4:45 pm – 11:29 pm,Economy,$171,BOS,ORD,4:45 pm,11:29 pm,
JetBlue,2023-12-21,3h 00m,nonstop,6:00 am – 8:00 am,Blue Basic,$194,BOS,ORD,6:00 am,8:00 am,
"Spirit Airlines, Frontier",2023-12-21,19h 29m,1 stop,6:06 pm – 12:35 pm+1,Economy,$119,BOS,MDW,6:06 pm,12:35 pm,+1
American Airlines,2023-12-21,3h 06m,nonstop,8:00 am – 10:06 am,Main Cabin,$219,BOS,ORD,8:00 am,10:06 am,
American Airlines,2023-12-21,3h 04m,nonstop,6:50 am – 8:54 am,Main Cabin,$219,BOS,ORD,6:50 am,8:54 am,
Delta,2023-12-21,3h 09m,nonstop,8:55 am – 11:04 am,Main Cabin,$259,BOS,ORD,8:55 am,11:04 am,
United Airlines,2023-12-21,3h 01m,nonstop,9:45 am – 11:46 am,Economy,$243,BOS,ORD,9:45 am,11:46 am,
United Airlines,2023-12-21,3h 01m,nonstop,6:00 am – 8:01 am,Economy,$244,BOS,ORD,6:00 am,8:01 am,
United Airlines,2023-12-21,3h 02m,nonstop,3:20 pm – 5:22 pm,Economy,$255,BOS,ORD,3:20 pm,5:22 pm,
United Airlines,2023-12-21,3h 01m,nonstop,11:31 am – 1:32 pm,Economy,$259,BOS,ORD,11:31 am,1:32 pm,
JetBlue,2023-12-21,3h 00m,nonstop,1:45 pm – 3:45 pm,Blue Basic,$259,BOS,ORD,1:45 pm,3:45 pm,
American Airlines,2023-12-21,3h 07m,nonstop,5:19 pm – 7:26 pm,Main Cabin,$279,BOS,ORD,5:19 pm,7:26 pm,
American Airlines,2023-12-21,3h 05m,nonstop,3:30 pm – 5:35 pm,Main Cabin,$279,BOS,ORD,3:30 pm,5:35 pm,
Delta,2023-12-21,3h 13m,nonstop,7:25 pm – 9:38 pm,Main Cabin,$299,BOS,ORD,7:25 pm,9:38 pm,
United Airlines,2023-12-21,3h 03m,nonstop,6:22 pm – 8:25 pm,Economy,$292,BOS,ORD,6:22 pm,8:25 pm,
Delta,2023-12-21,3h 06m,nonstop,1:25 pm – 3:31 pm,Main Cabin,$299,BOS,ORD,1:25 pm,3:31 pm,
American Airlines,2023-12-21,3h 05m,nonstop,12:09 pm – 2:14 pm,Main Cabin,$359,BOS,ORD,12:09 pm,2:14 pm,
Spirit Airlines,2023-12-22,8h 50m,1 stop,3:39 pm – 11:29 pm,Economy,$225,BOS,ORD,3:39 pm,11:29 pm,
United Airlines,2023-12-22,3h 01m,nonstop,6:00 am – 8:01 am,Economy,$255,BOS,ORD,6:00 am,8:01 am,
Frontier,2023-12-22,10h 08m,1 stop,8:33 am – 5:41 pm,Economy,$180,BOS,MDW,8:33 am,5:41 pm,
United Airlines,2023-12-22,3h 03m,nonstop,6:22 pm – 8:25 pm,Economy,$259,BOS,ORD,6:22 pm,8:25 pm,
United Airlines,2023-12-22,3h 02m,nonstop,3:20 pm – 5:22 pm,Economy,$259,BOS,ORD,3:20 pm,5:22 pm,
United Airlines,2023-12-22,3h 02m,nonstop,7:35 am – 9:37 am,Economy,$259,BOS,ORD,7:35 am,9:37 am,
JetBlue,2023-12-22,3h 00m,nonstop,6:00 am – 8:00 am,Blue Basic,$259,BOS,ORD,6:00 am,8:00 am,
United Airlines,2023-12-22,3h 01m,nonstop,9:45 am – 11:46 am,Economy,$292,BOS,ORD,9:45 am,11:46 am,
American Airlines,2023-12-22,3h 07m,nonstop,5:19 pm – 7:26 pm,Main Cabin,$359,BOS,ORD,5:19 pm,7:26 pm,
Delta,2023-12-22,3h 06m,nonstop,1:25 pm – 3:31 pm,Main Cabin,$359,BOS,ORD,1:25 pm,3:31 pm,
American Airlines,2023-12-22,3h 06m,nonstop,8:00 am – 10:06 am,Main Cabin,$359,BOS,ORD,8:00 am,10:06 am,
American Airlines,2023-12-22,3h 05m,nonstop,3:30 pm – 5:35 pm,Main Cabin,$359,BOS,ORD,3:30 pm,5:35 pm,
American Airlines,2023-12-22,3h 04m,nonstop,6:50 am – 8:54 am,Main Cabin,$359,BOS,ORD,6:50 am,8:54 am,
JetBlue,2023-12-22,3h 00m,nonstop,1:45 pm – 3:45 pm,Blue Basic,$388,BOS,ORD,1:45 pm,3:45 pm,
Delta,2023-12-22,3h 13m,nonstop,7:25 pm – 9:38 pm,Main Cabin,$439,BOS,ORD,7:25 pm,9:38 pm,
Delta,2023-12-22,3h 09m,nonstop,8:55 am – 11:04 am,Main Cabin,$439,BOS,ORD,8:55 am,11:04 am,
American Airlines,2023-12-22,3h 05m,nonstop,12:09 pm – 2:14 pm,Main Cabin,$539,BOS,ORD,12:09 pm,2:14 pm,
United Airlines,2023-12-23,3h 03m,nonstop,6:22 pm – 8:25 pm,Economy,$255,BOS,ORD,6:22 pm,8:25 pm,
Spirit Airlines,2023-12-23,14h 13m,1 stop,9:37 pm – 10:50 am+1,Economy,$139,BOS,ORD,9:37 pm,10:50 am,+1
United Airlines,2023-12-23,3h 02m,nonstop,3:20 pm – 5:22 pm,Economy,$281,BOS,ORD,3:20 pm,5:22 pm,
American Airlines,2023-12-23,3h 07m,nonstop,5:19 pm – 7:26 pm,Main Cabin,$279,BOS,ORD,5:19 pm,7:26 pm,
United Airlines,2023-12-23,3h 02m,nonstop,7:35 am – 9:37 am,Economy,$281,BOS,ORD,7:35 am,9:37 am,
JetBlue,2023-12-23,3h 00m,nonstop,6:00 am – 8:00 am,Blue Basic,$259,BOS,ORD,6:00 am,8:00 am,
United Airlines,2023-12-23,3h 01m,nonstop,6:00 am – 8:01 am,Economy,$292,BOS,ORD,6:00 am,8:01 am,
Delta,2023-12-23,3h 13m,nonstop,7:25 pm – 9:38 pm,Main Cabin,$319,BOS,ORD,7:25 pm,9:38 pm,
United Airlines,2023-12-23,3h 01m,nonstop,9:45 am – 11:46 am,Economy,$331,BOS,ORD,9:45 am,11:46 am,
Delta,2023-12-23,3h 06m,nonstop,1:25 pm – 3:31 pm,Main Cabin,$359,BOS,ORD,1:25 pm,3:31 pm,
American Airlines,2023-12-23,3h 04m,nonstop,6:50 am – 8:54 am,Main Cabin,$359,BOS,ORD,6:50 am,8:54 am,
United Airlines,2023-12-23,5h 46m,1 stop,6:44 pm – 11:30 pm,Basic Economy,$187,BOS,ORD,6:44 pm,11:30 pm,
American Airlines,2023-12-23,3h 05m,nonstop,3:30 pm – 5:35 pm,Main Cabin,$439,BOS,ORD,3:30 pm,5:35 pm,
Delta,2023-12-23,3h 09m,nonstop,8:55 am – 11:04 am,Main Cabin,$439,BOS,ORD,8:55 am,11:04 am,
JetBlue,2023-12-23,3h 00m,nonstop,1:45 pm – 3:45 pm,Blue Basic,$427,BOS,ORD,1:45 pm,3:45 pm,
Delta,2023-12-23,4h 49m,1 stop,4:55 pm – 8:44 pm,Main Cabin,$339,BOS,ORD,4:55 pm,8:44 pm,
United Airlines,2023-12-24,3h 03m,nonstop,6:22 pm – 8:25 pm,Basic Economy,$141,BOS,ORD,6:22 pm,8:25 pm,
American Airlines,2023-12-24,6h 35m,1 stop,6:07 am – 11:42 am,Basic Economy,$139,BOS,ORD,6:07 am,11:42 am,
American Airlines,2023-12-24,3h 04m,nonstop,6:50 am – 8:54 am,Basic Economy,$179,BOS,ORD,6:50 am,8:54 am,
United Airlines,2023-12-24,3h 02m,nonstop,3:08 pm – 5:10 pm,Basic Economy,$188,BOS,ORD,3:08 pm,5:10 pm,
United Airlines,2023-12-24,3h 01m,nonstop,6:00 am – 8:01 am,Basic Economy,$188,BOS,ORD,6:00 am,8:01 am,
United Airlines,2023-12-24,3h 02m,nonstop,7:35 am – 9:37 am,Basic Economy,$188,BOS,ORD,7:35 am,9:37 am,
United Airlines,2023-12-24,3h 01m,nonstop,9:45 am – 11:46 am,Basic Economy,$202,BOS,ORD,9:45 am,11:46 am,
JetBlue,2023-12-24,3h 00m,nonstop,6:00 am – 8:00 am,Blue Basic,$194,BOS,ORD,6:00 am,8:00 am,
JetBlue,2023-12-24,5h 05m,1 stop,7:15 am – 11:20 am,Blue Basic,$144,BOS,ORD,7:15 am,11:20 am,
American Airlines,2023-12-24,3h 05m,nonstop,2:31 pm – 4:36 pm,Main Cabin,$229,BOS,ORD,2:31 pm,4:36 pm,
American Airlines,2023-12-24,3h 06m,nonstop,8:00 am – 10:06 am,Main Cabin,$229,BOS,ORD,8:00 am,10:06 am,
Delta,2023-12-24,5h 04m,1 stop,4:55 pm – 8:59 pm,Basic Economy,$159,BOS,ORD,4:55 pm,8:59 pm,
American Airlines,2023-12-24,5h 24m,1 stop,11:49 am – 4:13 pm,Basic Economy,$189,BOS,ORD,11:49 am,4:13 pm,
American Airlines,2023-12-24,3h 08m,nonstop,12:19 pm – 2:27 pm,Main Cabin,$289,BOS,ORD,12:19 pm,2:27 pm,
American Airlines,2023-12-24,5h 47m,1 stop,7:44 am – 12:31 pm,Basic Economy,$189,BOS,ORD,7:44 am,12:31 pm,
JetBlue,2023-12-25,3h 00m,nonstop,6:00 am – 8:00 am,Blue Basic,$84,BOS,ORD,6:00 am,8:00 am,
United Airlines,2023-12-25,3h 01m,nonstop,11:31 am – 1:32 pm,Basic Economy,$119,BOS,ORD,11:31 am,1:32 pm,
United Airlines,2023-12-25,3h 01m,nonstop,9:45 am – 11:46 am,Basic Economy,$119,BOS,ORD,9:45 am,11:46 am,
American Airlines,2023-12-25,3h 04m,nonstop,6:50 am – 8:54 am,Basic Economy,$119,BOS,ORD,6:50 am,8:54 am,
American Airlines,2023-12-25,3h 06m,nonstop,8:00 am – 10:06 am,Basic Economy,$119,BOS,ORD,8:00 am,10:06 am,
United Airlines,2023-12-25,3h 03m,nonstop,6:22 pm – 8:25 pm,Basic Economy,$154,BOS,ORD,6:22 pm,8:25 pm,
United Airlines,2023-12-25,3h 02m,nonstop,3:20 pm – 5:22 pm,Basic Economy,$183,BOS,ORD,3:20 pm,5:22 pm,
Delta,2023-12-25,3h 07m,nonstop,9:20 am – 11:27 am,Basic Economy,$179,BOS,ORD,9:20 am,11:27 am,
